kata_imbuhan,kata_dasar
ketaksaan, taksa
ketomboian, tomboi
kolong-kolong, kolong
kaulepaskan, lepas
kekonsistenan, konsisten
kelipan, kelip
kesenioran, senior
kebidanan, bidan
kesenangannya, senang
kemarahannya, marah
kecemerlangan, cemerlang
kemaharajaan, maharaja
kenyaringan, nyaring
kemalasan, malas
kedwiartian, dwiarti
kewargaan, warga
keberingasan, beringas
kekakuan, kaku
kegembiraan, gembira
kecabaran, cabar
keputihan, putih
kedewaan, dewa
keterikatan, ikat
karang-karangan, karang
keredupan, redup
ketercetakan, cetak
kaubeli, bel
keresidenan, residen
keterbelakangan, belakang
kelulusan, kelulus
kepentingan, penting
kopiahnya, kopiah
kuwara, wara
khitanan, khitan
kepandir-pandiran, pandir
keserbanekaan, serbaneka
komunikasinya, komunikasi
kedengaran, dengar
kemanisan, manis
kaleng-kalengan, kaleng
kelaparan, lapar
ketololan, tolol
ketergabungan, gabung
kesayanganku, sayang
keagenan, agen
keberengsekan, berengsek
keburukan, keburu
kelawanan, kelawan
keausan, aus
kesengitan, sengit
kudan, dan
kerimbunan, rimbun
kedwibahasaan, dwibahasa
kehalalan, halal
kumpulan, kumpul
kelinglungan, linglung
ketamuan, tamu
keperempuanan, perempuan
keadaban, adab
kesenangan, senang
kewajibannya, wajib
kelewahan, lewah
karasi, karas
kapu-kapu, kapu
keseriusannya, serius
keseruduk, seruduk
keanginan, angin
keterpisahan, pisah
kuncikan, kunci
kesorangan, sorang
ketabahan, tabah
kalanya, kala
kewedukan, weduk
kuaii, kuai
kenalan, kenal
kenang-kenangan, kenang
kebuntingan, bunting
kegempaan, gempa
kayunya, kayu
kursinya, kursi
kesedihannya, sedih
kebernalaran, nalar
ketangkapan, tangkap
keplastisan, plastis
kegoyahan, goyah
kecemaran, cemar
keramahannya, ramah
kelembung, lembung
ketulang, tulang
kerahan, kerah
katrolan, katrol
keseronokan, seronok
kitang-kitang, kitang
kuda-kudaan, kuda
kesinoniman, sinonim
koreng-koreng, koreng
kegemarannya, gemar
keagresifan, agresif
kebasaan, basa
kekaryaan, karya
kesesatan, sesat
kebirahan, birah
kekitaan, kita
kesentengan, senteng
kehampaan, hampa
kewenangan, wenang
keterhapusan, hapus
kebolehan, boleh
kecurian, curi
ketegakan, tega
keadaannya, ada
kenasionalan, nasional
keluaran, keluar
kehantaran, hantar
kecuak, cuak
kualami, alam
kalinya, kali
keremangan, remang
kuatnya, kuat
kedudukan, duduk
kemenungan, menung
kesempitan, sempit
kenisbian, nisbi
katakan, kata
kemanakan, mana
kedaruratan, darurat
keyakinan, yakin
kebijakan, bijak
kauberikan, beri
keakuran, akur
kebejatan, bejat
kesintingan, sinting
kacaulah, kacau
kedunguan, dungu
keimunan, imun
kekenyangan, kenyang
kemasinan, masin
keasinan, asin
kemahasiswaan, mahasiswa
karibnya, karib
keelastikan, elastik
kejasmanian, jasmani
kebencianku, benci
kedek-kedek, kedek
kecurigaan, curiga
kemampuan, mampu
kesaksian, saksi
kehomografan, homograf
kesahan, kesah
kebata-bataan, bata
kudisan, kudis
kecil-kecilan, kecil
kantongnya, kantong
keterhantarannya, hantar
keterpencilan, pencil
kekurangannya, kurang
kewiraan, wira
kebuyutan, buyut
keberjuangan, juang
kekhianatan, khianat
kejernihan, jernih
ketimpangan, timpang
kecabuhan, cabuh
kecandaan, canda
kekalahannya, kalah
kerabunan, rabun
kebapakan, bapa
kemasukan, masuk
kawakan, kawak
kejamakan, jamak
kemantapan, mantap
ketas, tas
kekohesifan, kohesif
kenegatifan, negatif
kebendaan, benda
keharuman, harum
keaktifan, aktif
keabsahannya, absah
kezuhudan, zuhud
kejar-mengejar, kejar
kejahilan, jahil
keluasan, luas
kepahlawanan, pahlawan
kucuran, kucur
kelembapan, lembap
kebasahan, basah
keterdamparan, dampar
kedengkung, dengkung
kerlapan, kerlap
kakakku, kakak
kegegeran, geger
kebakhilan, bakhil
karangannya, karang
kejeblos, jeblos
kegemaran, gemar
kehiponiman, hiponim
keaksaraan, aksara
kesusupan, susup
kesantunan, santun
kemumian, mumi
keluarkan, keluar
kepekatannya, pekat
kerusuhan, rusuh
keawetan, awet
kelumpuhan, lumpuh
kuartalan, kuartal
kehijauan, hijau
kepintaran, pintar
ketelanjangan, telanjang
kejohanan, johan
kagetan, kaget
kemolekan, mole
keserupaan, rupa
kesementaraan, sementara
keizinan, izin
kesunanan, sunan
kekenduran, kendur
kemaksiatan, maksiat
keratinisasi, keratin
keromantisan, romantis
keangkuhan, angkuh
kedisiplinan, disiplin
kepraktisan, praktis
kebesaran, besar
kotorannya, kotor
kenyamanan, nyaman
kesemaran, mar
kemasygulan, masygul
kepengecutan, kecut
lambat-lambat, lambat
likuran, likur
lekukan, leku
laparlah, lapar
lambangnya, lambang
lembapan, lembap
lekat-lekat, lekat
literannya, liter
luasnya, luas
laluan, lalu
latihan, latih
lurusnya, lurus
langit-langit, langit
lalunya, lalu
lepasan, lepas
lekaslah, lekas
lengannya, lengan
langkahku, langkah
lendotan, lendot
lintingan, linting
letum-letum, letum
lapangan, lapang
lakumu, laku
letupan, letup
lereng-lereng, lereng
lemaknya, lemak
latisan, latis
linggisan, linggis
lelangit, langit
lelehan, leleh
lindungan, lindung
lintasi, lintas
lubangnya, lubang
lakuan, laku
layu-layuan, layu
lupa-lupaan, lupa
lanja-lanjaan, lanja
lindungi, lindung
lelakon, lakon
luapan, luap
lukanya, luka
lantunan, lantun
longsornya, longsor
lakunya, laku
lesehan, leseh
loakan, loak
lawah-lawah, lawah
limbahan, limbah
lakan, lak
lucutan, lucut
lumuran, lumur
larutan, larut
lukisannya, lukis
lancaran, lancar
lamaran, lamar
lancang-lancang, lancang
lawannya, lawan
leram, lam
lepotan, lepot
lanjutan, lanjut
lancingan, lancing
larilah, lari
lama-kelamaan, lama
labi-labi, lab
lainnya, lain
lambungnya, lambung
lungsungan, lungsung
larasnya, laras
lapisnya, lapis
lenggangan, lenggang
linangan, linang
lembangan, lembang
luasan, luas
lunasnya, lunas
lamunan, lamun
lantakan, lantak
limasan, limas
lanjutannya, lanjut
lekas-lekas, lekas
lafalnya, lafal
lamunannya, lamun
lewatnya, lewat
liuk-liuk, liuk
ladangnya, ladang
linearis, linear
lagi-lagi, lagi
labu-labu, labu
lepa-lepa, lepa
laki-laki, laki
limbungan, limbung
lupakan, lupa
lanjaran, lanjar
langgar-melanggar, langgar
liputan, liput
ludahnya, ludah
labuhan, labuh
lopaknya, lopak
lemukut, lukut
leleran, leler
layani, layan
larvanya, larva
luaran, luar
layaknya, layak
lampiran, lampir
lulusan, lulus
layonan, layon
lesapan, lesap
lungsuran, lungsur
layarnya, layar
lompatan, lompat
larikan, lari
luki, luk
layang-layang, layang
lempengan, lempeng
liatnya, liat
lagian, lagi
limpasan, limpas
labelisasi, label
lenggokan, lenggok
lajurnya, lajur
landasan, landas
longgokan, longgok
letusan, letus
lantainya, lantai
luberan, luber
lengkungan, lengkung
lintangan, lintang
lauknya, lauk
lebihan, lebih
lemparannya, lempar
lantung-lantung, lantung
layangan, layang
lajunya, laju
legum-legum, legum
lusinan, lusin
laun-laun, laun
ledakan, ledak
lebarnya, lebar
lumatkan, lumat
listriknya, listrik
lawai, lawa
lunasan, lunas
larian, lari
lendutan, lendut
lenggangnya, lenggang
lelak, lak
lihatlah, lihat
langganannya, langgan
lawak-lawak, lawak
lintangnya, lintang
lariknya, larik
lemarinya, lemari
lemuran, lemur
lerang-lerang, lerang
liternya, liter
lirikan, lirik
lohan, loh
larutannya, larut
linan, lin
leraian, lerai
ledakannya, ledak
lecutan, lecut
lehernya, leher
lingkungan, lingkung
lekatan, lekat
lontaran, lontar
letakkanlah, letak
lantarannya, lantar
letuk-letuk, letuk
layar-layar, layar
lawangan, lawang
luruban, lurub
lukisan, lukis
lingkaran, lingkar
ladenan, laden
lancarnya, lancar
lidahnya, lidah
luncuran, luncur
lamanya, lama
lelahnya, lelah
lautan, laut
landaian, landai
lendungan, lendung
lekum-lekum, lekum
lipat-melipat, lipat
lengket-lengket, lengket
lines, les
lenggut-lenggut, lenggut
lintasan, lintas
lendirnya, lendir
lakinya, laki
lumasan, lumas
lupa-lupa, lupa
lepasnya, lepas
lacakan, lacak
loncatan, loncat
literan, liter
liangnya, liang
laba-laba, laba
lelabi, lab
limbukan, limbuk
lowongan, lowong
lonjakan, lonjak
lazimnya, lazim
lisi, lis
lansiran, lansir
limunan, limun
lebahnya, lebah
lebih-lebih, lebih
lemparan, lempar
larinya, lari
lidah-lidah, lidah
lasian, lasi
luarnya, luar
laporannya, lapor
lancungan, lancung
letaknya, letak
lamarannya, lamar
lengatan, lengat
leyeh-leyeh, leyeh
lipatan, lipat
larangan, larang
langganan, langgan
luahan, luah
lembutnya, lembut
lampunya, lampu
lihatan, lihat
lilinnya, lilin
liriknya, lirik
liaran, liar
lingkupnya, lingkup
lumutnya, lumut
laguan, lagu
lainkan, lain
lawatan, lawat
lambaian, lambai
lantaran, lantar
layanan, layan
lembaran, lembar
lakukan, laku
lempar-lemparan, lempar
lari-lari, lari
lilikan, lili
lanturan, lantur
logamnya, logam
luluhan, luluh
leretan, leret
lingkungannya, lingkung
liciknya, licik
lerik, lik
lawi-lawi, lawi
lagunya, lagu
labanya, laba
lobi-lobi, lobi
lumpurnya, lumpur
lemukat, lukat
lebihnya, lebih
langkupan, langkup
lonjoran, lonjor
lututnya, lutut
lering, ling
letup-letup, letup
leras, las
lesinya, lesi
laifan, laif
lahirnya, lahir
liburan, libur
lancar-lancar, lancar
laban, lab
limpahan, limpah
lucunya, lucu
leburan, lebur
lawakan, lawa
lagaknya, lagak
legaran, legar
liurnya, liur
lurahnya, lurah
laporan, lapor
lilitan, lilit
lopak-lopak, lopak
lenggok-lenggok, lenggok
langkahnya, langkah
lerengan, lereng
lumi-lumi, lum
lumatan, lumat
lapisannya, lapis
lapisan, lapis
larasan, laras
lama-lama, lama
lenturan, lentur
meranggitkan, ranggit
menggolong, golong
mengikhtisarkan, ikhtisar
menyerimpung, serimpung
membenarkan, benar
mengaso, aso
menjujuri, jujur
mengurung, urung
mengkhitankan, khitan
menggosokkannya, gosok
memupus, mupus
mengercing, kercing
mempertawakan, tawa
mengabulkan, kabul
menyoja, soja
meriah, riah
menagak, tagak
mempertunggangkan, tunggang
mengelepat, kelepat
menjetis, jet
mencekoki, cekok
merangkang, rangkang
menyanggit, sanggit
memuja-muja, puja
mengaprit, aprit
meriwayatkan, riwayat
meracak, racak
menggantih, gantih
merinaikan, rinai
memencil, pencil
menengkurapkan, tengkurap
membelandang, belandang
mengimplisitkan, implisit
memalsukan, palsu
menjengkeli, jengkel
menunggak, tunggak
merukunkan, rukun
menyenanginya, senang
mengurbankan, urban
memperhubungkan, hubung
mempertanak, tanak
mengacu-acu, acu
merepotkan, repot
mencibit, cibit
menyambangi, sambang
mengonstatir, konstatir
mengalun, alun
merawikan, rawi
menyendat, sendat
merantai, rantai
mengesan, es
menyepah, sepah
mengeroyok, keroyok
menyilangi, silang
melayarkan, layar
menyeluruh, seluruh
menggogoh, gogoh
mendusta, dusta
mengalirkan, alir
menjenggut, jenggut
melanjurkan, lanjur
mencuil, cuil
menegangkan, tegang
membingkis, bingkis
memperlakikan, laki
menggonjokkan, gonjok
menjeluskan, jelus
menebasi, tebas
menjajah, jajah
mencam, cam
meletihkan, letih
membeningkan, bening
mengerjakan, kerja
mempertuhan, tuhan
memobilisasi, mobilisasi
mengelilingkan, keliling
menjauhi, jauh
menuduh, tuduh
mengembeli, embel
mengerising, kerising
mencegat, cegat
menghujankan, hujan
mengasung, asung
mengibas, kibas
menjalu, jalu
melayang-layang, layang
menakuk, takuk
mengampun, kam
mengistiadatkan, istiadat
mengidap, idap
memasyarakatkan, masyarakat
mengenyangkan, kenyang
menggegarkan, gegar
mementahkan, mentah
melego, lego
mengupam, upam
memilin, pilin
melantarkan, lantar
menyukarkan, sukar
mencarak, carak
mengabutkan, kabut
menimbrung, nimbrung
mengebawahkan, bawah
memperbaurkan, baur
menyubsidi, subsidi
menggambari, gambar
mencereweti, cerewet
menjimak, jimak
menyemir, semir
mengumpamai, umpama
menyalurkan, salur
mengelopak, kelopak
mendudukkan, duduk
menashih, tashih
menyangkakan, sangka
menahu, nahu
memojok, pojok
meliukkan, liuk
mengeklik, klik
meneguknya, teguk
memersepsikan, persepsi
merekan, mere
mengetengi, keteng
menjorokkan, jorok
mendidik, didik
membelai-belai, belai
mengamang, amang
menyeret, seret
mencureng, cureng
mengelukan, elu
mendayungkan, dayung
menginjap, injap
meloya, loya
menjalani, jalan
memfaktor, faktor
menembung, tembung
menyenangkan, senang
memuput, puput
membalur, balur
mencurahkan, curah
mendakwahi, dakwah
meranggikan, meranggi
mengotakkan, otak
menyeropot, seropot
menegur-neguri, tegur
menguparkan, upar
memusing, pusing
melangir, langir
melesang, lesang
menogelkan, togel
mendebur, debur
mengkoordinasi, koordinasi
menyeladang, seladang
memblokade, blokade
merengat, rengat
mengelite, elite
memesinkan, mesin
mendegradasi, degradasi
memperkarakan, perkara
menyangkali, sangkal
mengabahkan, abah
menjadikan, jadi
mengukuhi, kukuh
mengebon, kebon
meragu, ragu
melowongkan, lowong
menyelimpang, selimpang
mengibar-ngibarkan, kibar
mengolahragakan, olahraga
memberon, beron
mengaudit, audit
memperturutkan, turut
menyauri, saur
manik-manik, manik
melompat, lompat
menyeluduk, seluduk
mengerinjang, kerinjang
membuang-buang, buang
menuturkan, tutur
mengabsahkan, absah
mengerasi, rasi
memahirkan, mahir
menyakatkan, sakat
memancur, mancur
mengkonvergensikan, konvergensi
menimbangi, timbang
menenggelamkan, tenggelam
mempersatukan, satu
mereciki, recik
menadaburkan, tadabur
mengkristenkan, kristen
membubus, bubus
melegari, legar
menggulir, gulir
menunjuki, tunjuk
memisah-misahkan, pisah
melintup, lintup
mencempungkan, cempung
memacari, pacar
merencanakan, rencana
menggosokkan, gosok
mengasimilasikan, asimilasi
menggugu, gugu
mengernyitkan, kernyit
mengheningkan, hening
mengudungkan, kudung
mengejan-ejan, ejan
memerengut, perengut
menubai, tuba
mengelumuni, kelumun
menggandakan, ganda
menekannya, tekan
memaknakan, makna
menyamakkan, samak
merakut, rakut
mencungul, cungul
mengkonsolidasikan, konsolidasi
mengamban, kamban
mereklamasikan, reklamasi
mengetarkan, ketar
memperapitkan, apit
mengulang-ulang, ulang
mendiskonto, diskonto
membura, bura
memuasakan, puasa
menyerendengkan, serendeng
menguluri, ulur
memandati, mandat
memeriahkan, riah
mengeceng, eceng
minumanku, minum
memeras, peras
meluluskan, lulus
melerakkan, lerak
memulangkan, pulang
memperhidup, hidup
membungkuskan, bungkus
membuncahkan, buncah
mengimani, imani
memacak-macak, pacak
mengablasi, ablasi
memufakati, mufakat
menyulut, sulut
mengetsa, etsa
melakoni, lakon
menggirangkan, girang
melayap, layap
menigari, tigari
memesongkan, pesong
membaji, baji
melenjan, lenjan
meneaterkan, teater
memacani, macan
menyemboyankan, semboyan
mengasap, asap
menggelekek, gelekek
memilikinya, milik
membuaya, buaya
menumbuh, tumbuh
mencelakakan, celaka
mengopyok, kopyok
menggaduhkan, gaduh
mendalang, dalang
menampari, tampar
menyelenggarakan, selenggara
memperlombakan, lomba
menghelat, helat
memelintir, melintir
menyolder, solder
menggejoskan, gejos
melapah, lapah
mengungkap, ungkap
memalam, malam
mempercepat, cepat
menapis, tap
memperadukan, adu
menyenggau, senggau
menjualkan, jual
mengursuskan, kursus
muslihatnya, muslihat
mengupak, upak
meludah, ludah
mengompas, kompas
melagang, lagang
melayat, layat
menunggingkan, tungging
melambatkan, lambat
memenangi, tang
menusuki, tusuk
melapiskan, lapis
mengunjunginya, unjung
mempersalinkan, salin
memahal, mahal
menelus, telus
merengket, rengket
memupuk, pupuk
mendendami, dendam
memperkedok, kedok
menyudip, sudip
menghadapinya, hadap
menambun, tambun
menginterogasinya, interogasi
memuduri, pudur
menggeretang, geretang
menggalang, galang
mengepil, kepil
memajalkan, majal
memantangkan, pantang
menggenta, genta
memadan-madan, mad
mengadili, adil
mencoba-coba, coba
mencuram, curam
memulut, mulut
menyulap, sulap
membawang, bawang
meneratak, teratak
menopang, topang
menjangat, jangat
menyesalkan, sesal
menggelendong, gelendong
mengesot-esot, esot
menganjung-anjungkan, anjung
membelengkok, belengkok
merabet, rabet
mengangguk-angguk, angguk
mencundang, cundang
merua, rua
memalai, malai
memperhambakan, hamba
menyembunyikan, sembunyi
mengelon, elon
memengkol, pengkol
menggentar, gentar
menaul, taul
melapih, lapih
mengeram, eram
merestorasi, restorasi
mengalingi, aling
memarun, parun
mempesonakan, pesona
mengukur, ukur
menjelitkan, jelit
menggelepek, gelepek
menghitung-hitung, hitung
memperduai, duai
mengasyiki, asyik
memperselangkan, selang
mengefektifkan, efektif
memihakkan, pihak
menggendutkan, gendut
memberangi, rang
mengepas, pas
menggebu-gebu, gebu
merojol, rojol
menonaktifkan, nonaktif
melulut, lulut
menyumbar, sumbar
mengarbida, karbida
mengecoh, kecoh
meroyer, royer
mewataki, watak
mengepang, kepang
menyilat, silat
mengemudiankan, kemudian
memanajemeni, manajemen
menelan, tel
menyerikan, nyeri
memistol, pistol
menyelampitkan, selampit
mengoposisi, oposisi
mengeksploitasi, eksploitasi
menelusuk, telusuk
menjonjot, jonjot
merunjam, runjam
meluncur, luncur
menyabunkan, sabun
menguntai, untai
melelangkan, lelang
memperolok-olokkan, olok
menunas, tunas
membenderai, bendera
mencermatkan, cermat
mengasidahkan, kasidah
memperpanjang, panjang
meniwahkan, tiwah
mensutradarai, sutradara
menangkup, tangkup
mencahayakan, cahaya
menghempaskan, hempas
mengabukan, abu
mengkhasiati, khasiat
mendikte, dikte
merapatkan, rapat
menjelang, jelang
membeset, beset
menyemarak, semarak
menyendatkan, sendat
menjerumati, jumat
membalas, balas
menetralisasi, netralisasi
menimbel, timbel
merembah, rembah
menyerimpet, serimpet
memadati, padat
mengontrak, kontrak
mauludan, maulud
meraban, raban
memfaalkan, faal
mengelim, kelim
mengusil-usilkan, usil
mengayomi, ayom
mengira, ira
menarung, tarung
mencanangkan, canang
menyambut, sambut
mempermenangkan, menang
mengharumi, harum
menyambar, sambar
menyerampang, serampang
menginikan, ini
mengangglap, angglap
mengeong, keong
mengaransemenkan, aransemen
mencecak, cecak
mengulur, ulur
mencemburukan, cemburu
mencukai, cukai
menggembleng, gembleng
mengatur, atur
menempatkannya, tempat
merawang, rawang
melanda, landa
membangatkan, bangat
menghampa, hampa
mengayak, ayak
memperselukkan, seluk
mengkhawatirkan, khawatir
melenggut, lenggut
mencacar, cacar
meruntai, runtai
mengelotok, kelotok
menuris, menur
mencipta, cipta
melimaui, limau
memperikut, ikut
membilangi, bilang
miliaris, miliar
menginvestasikan, investasi
mengerabu, kerabu
mengungkah, mengung
mengisiki, kisik
mengakreditasikan, akreditasi
melindunginya, lindung
menawar, tawar
melepoh, lepoh
memfatwakan, fatwa
menangkil, tangkil
menimbunkan, timbun
mengkarang, karang
merodokkan, rodok
memikul, pikul
menashihkan, tashih
memproklamasikan, proklamasi
melincirkan, lincir
mengkritisi, kritisi
mengukupi, ukup
menyanggupi, sanggup
mengembut-embut, embut
membedakannya, beda
mengansel, kansel
mengesalkan, kesal
mengaburkan, abur
menelap, telap
mencembung, cembung
memendekan, pendek
meranap, ranap
mencocol, cocol
menumpatkan, tumpat
menciar-ciar, ciar
mendaga, daga
melulur, lulur
menyeri, nyeri
menumbang, tumbang
merekayasa, rekayasa
memangku, memang
menambah, tambah
memasam, masam
minumlah, minum
menyipi, sipi
membubari, bubar
menyenggaki, senggak
menyampu, sampu
melekuk, lekuk
mencemeti, cemeti
mendebarkan, debar
menyegerakan, segera
meleler, leler
memeram, peram
mesinisasi, mesin
mengucur, kucur
menjegal, jegal
memegahkan, megah
menyerakkan, serak
menyemak, semak
mengelikik, kelikik
menyewa, sewa
menalu, talu
menohorkan, tohor
menghampiri, hampir
memburuh, buruh
merawit, rawit
menggalas, galas
mencium, cium
mengistirahatkan, istirahat
meneruskan, terus
menggerat, gerat
mencicip, cicip
menisbikan, nisbi
melagakan, laga
mencapak-capak, capak
mengendala, kendala
melesing, lesing
menyunggingkan, sungging
menggimbal, gimbal
memanglah, memang
mendabung, dabung
memperimpit-impitkan, impit
mengingsutkan, ingsut
memekik, pekik
memurkai, murka
menyalut, salut
menyadari, sadar
menyuap, suap
mengipaikan, kipai
meloncat-loncat, loncat
mendakwakan, dakwa
menggerip, gerip
menggelanting, gelanting
membuku, buku
membantunya, bantu
mengimlakan, imla
membancarkan, bancar
mempermacam-macamkan, macam
melebihkan, lebih
menyembronokan, sembrono
mengungkapi, ungkap
merosokkan, rosok
menebu-nebu, tebu
merahnya, merah
menukasi, tukas
mengetos, etos
mengelana, kelana
menggaul, gaul
menyuguhi, suguh
melarau, larau
menyuarangkan, suarang
mengawin, awin
misainya, misai
mengantisipasikan, antisipasi
menggetil, getil
melepur, lepur
menungan, menung
memudikan, pudi
menyinggir, singgir
mengesak, esak
mengidentifikasi, identifikasi
mengait, kait
melakurkan, lakur
miliaran, miliar
menjerungkung, jerungkung
mengotomatiskan, otomatis
